TRUE,FALSE,,CURATED,
0.461906835,0.462715148,,0.440778906,0.46118894
0.448763094,0.441325197,,0.461906835,0.462715148
0.442719494,0.44519635,,0.448763094,0.441325197
0.455969515,-15.76109021,,0.442719494,0.44519635
0.548298537,-0.028656951,,0.455969515,15.76109021
0.481552046,-0.030685473,,0.548298537,0.028656951
0.440072757,0.526261447,,0.481552046,0.030685473
0.522463686,0.526834233,,0.440072757,0.526261447
0.458424465,0.552809284,,0.522463686,0.526834233
0.467789066,0.375234676,,0.458424465,0.552809284
0.458194236,0.483347308,,0.467789066,0.375234676
0.452327515,0.493277856,,0.458194236,0.483347308
0.441683873,0.486242331,,0.452327515,0.493277856
0.479684117,0.428680046,,0.441683873,0.486242331
0.520738061,0.432326103,,0.479684117,0.428680046
0.501158258,0.432225201,,0.520738061,0.432326103
0.442880467,0.43112593,,0.501158258,0.432225201
0.449886828,,,0.442880467,0.43112593
0.443452397,,,0.449886828,
0.444828433,,,0.443452397,
0.472899244,,,0.444828433,
0.442512542,,,0.472899244,
0.394014897,,,0.442512542,
0.463506057,,,0.394014897,
0.536481519,,,0.463506057,
0.523152963,,,0.536481519,
0.511718656,,,0.523152963,
0.55177022,,,0.511718656,
0.544592236,,,0.55177022,
0.654187482,,,0.544592236,
0.451196379,,,0.654187482,
0.394920303,,,0.451196379,
0.433855716,,,0.394920303,
0.438436021,,,0.433855716,
0.467848218,,,0.438436021,
0.513864865,,,0.467848218,
0.577584041,,,0.513864865,
0.602179166,,,0.577584041,
0.480936401,,,0.602179166,
0.466742608,,,0.480936401,
0.605477641,,,0.466742608,
0.549466134,,,0.605477641,
0.587496173,,,0.549466134,
0.60554811,,,0.587496173,
0.479851933,,,0.60554811,
0.48369489,,,0.479851933,
0.452854172,,,0.48369489,
0.461342533,,,0.452854172,
0.457201343,,,0.461342533,
0.446188751,,,0.457201343,
0.45400162,,,0.446188751,
0.453135906,,,0.45400162,
0.460548112,,,0.453135906,
0.494886745,,,0.460548112,
0.549498755,,,0.494886745,
0.475404037,,,0.549498755,
0.47083252,,,0.475404037,
0.53644862,,,0.47083252,
0.523199351,,,0.53644862,
0.504097847,,,0.523199351,
0.511056447,,,0.504097847,
0.543622923,,,0.511056447,
0.542209382,,,0.543622923,
0.506916693,,,0.542209382,
0.467872471,,,0.506916693,
0.50019355,,,0.467872471,
0.509470872,,,0.50019355,
0.588699555,,,0.509470872,
0.522687103,,,0.588699555,
0.492332591,,,0.522687103,
0.499642245,,,0.492332591,
0.443737225,,,0.499642245,
0.363402513,,,0.443737225,
0.489313712,,,0.363402513,
0.404382706,,,0.489313712,
0.43722014,,,0.404382706,
0.402927291,,,0.43722014,
0.480746876,,,0.402927291,
0.473539815,,,0.480746876,
0.395853588,,,0.473539815,
0.34061894,,,0.395853588,
0.347963028,,,0.34061894,
0.406994051,,,0.347963028,
0.413482379,,,0.406994051,
0.39897043,,,0.413482379,
0.448069898,,,0.39897043,
0.55102828,,,0.448069898,
0.499226394,,,0.55102828,
0.507850027,,,0.499226394,
0.62858179,,,0.507850027,
0.505729622,,,0.62858179,
0.548240628,,,0.505729622,
0.545014605,,,0.548240628,
0.529487042,,,0.545014605,
0.42632835,,,0.529487042,
0.439626565,,,0.42632835,
0.450237166,,,0.439626565,
0.468133832,,,0.450237166,
0.552295309,,,0.468133832,
0.475750328,,,0.552295309,
0.441046684,,,0.475750328,
0.440829936,,,0.441046684,
0.429473888,,,0.440829936,
0.503559111,,,0.429473888,
0.500583836,,,0.503559111,
0.476749517,,,0.500583836,
0.525325949,,,0.476749517,
0.463557627,,,0.525325949,
0.446317899,,,0.463557627,
0.448084926,,,0.446317899,
0.464468864,,,0.448084926,
0.434890757,,,0.464468864,
0.435572473,,,0.434890757,
0.448110778,,,0.435572473,
0.445624297,,,0.448110778,
0.430033305,,,0.445624297,
0.454329079,,,0.430033305,
0.46982099,,,0.454329079,
0.483380307,,,0.46982099,
0.524646794,,,0.483380307,
0.472972943,,,0.524646794,
0.455002679,,,0.472972943,
0.438398349,,,0.455002679,
0.451471974,,,0.438398349,
0.473042001,,,0.451471974,
0.471406589,,,0.473042001,
0.438722897,,,0.471406589,
0.440173284,,,0.438722897,
0.457064801,,,0.440173284,
0.505232245,,,0.457064801,
0.431144769,,,0.505232245,
0.343146729,,,0.431144769,
0.402816799,,,0.343146729,
0.446654072,,,0.402816799,
0.433418364,,,0.446654072,
0.432159401,,,0.433418364,
0.453630791,,,0.432159401,
0.432439277,,,0.453630791,
0.433406656,,,0.432439277,
0.445399986,,,0.433406656,
0.455357959,,,0.445399986,
0.433790358,,,0.455357959,
0.48112889,,,0.433790358,
0.432440749,,,0.48112889,
0.457642599,,,0.432440749,
0.440844471,,,0.457642599,
0.434919042,,,0.440844471,
0.43363037,,,0.434919042,
0.437724437,,,0.43363037,
0.452743986,,,0.437724437,
0.4457602,,,0.452743986,
0.438353963,,,0.4457602,
0.437705843,,,0.438353963,
0.463712149,,,0.437705843,
0.439900691,,,0.463712149,
0.396748529,,,0.439900691,
0.449199154,,,0.396748529,
0.515316407,,,0.449199154,
0.456989171,,,0.515316407,
0.45782949,,,0.456989171,
0.448378578,,,0.45782949,
0.472151687,,,0.448378578,
0.468367302,,,0.472151687,
0.438053007,,,0.468367302,
0.450543555,,,0.438053007,
0.459199117,,,0.450543555,
0.453326735,,,0.459199117,
0.363402895,,,0.453326735,
0.456859182,,,0.363402895,
0.446618386,,,0.456859182,
0.43585165,,,0.446618386,
0.452168498,,,0.43585165,
0.429962222,,,0.452168498,
0.511218658,,,0.429962222,
0.448212379,,,0.511218658,
0.448951037,,,0.448212379,
0.465301348,,,0.448951037,
0.441741793,,,0.465301348,
0.456071671,,,0.441741793,
0.437449987,,,0.456071671,
0.440178955,,,0.437449987,
0.436848666,,,0.440178955,
,,,0.436848666,
